MR_gene,MR_Cutoff,eQTL_chrom,eQTL_start_bp,eQTL_end_bp,eQTL_start_cM,eQTL_end_cM,eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002227,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002226,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002225,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002224,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002223,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002222,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002221,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002220,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002219,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002218,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002216_Bra002217,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002215,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002214,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002213,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002212,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002211,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002210,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002209,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002208,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002207,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002206,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002205,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002204,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002203,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002202,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002201,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002200,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002199,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002198,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002197,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002195,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002196,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002194,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002193,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002192,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002191,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102302,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002190,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002189,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002188,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102303,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002187,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002186,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002185,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002184,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002183,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002182,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002181,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002180,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002179,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002178,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002176,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002177,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002175,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002174,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002173,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002172,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002171,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002170,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002169,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002168,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002167,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002166,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002165,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002164,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002163,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002162,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002161,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002160,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002159,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002158,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002157,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002156,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002155,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002154,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002153,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002152,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002151,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002150,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102304,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002149,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002148,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra102305,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002147,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002146,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002145,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002144,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002143,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002142,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002141,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002140,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002139,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002138,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002137,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002136,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002135,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002134,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002133,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002132,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002131,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002130,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002129,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002128,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002127,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002126,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002125,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002124,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002123,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002122,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002121,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002120,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002119,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002118,17.320546828872466,18.82201123478325
Bra002255,50,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002117,17.320546828872466,18.82201123478325
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002235,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002233,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002234,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002232,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002231,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002230,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002229,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002228,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002227,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002226,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002225,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002224,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002223,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002222,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002221,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002220,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002219,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002218,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002216_Bra002217,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002215,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002214,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002213,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002212,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002211,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002210,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002209,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002208,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002207,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002206,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002205,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002204,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002203,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002202,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002201,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002200,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002199,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002198,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002197,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002195,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002196,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002194,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002193,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002192,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002191,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra102302,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002190,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002189,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002188,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra102303,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002187,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002186,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002185,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002184,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002183,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002182,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002181,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002180,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002179,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002178,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002176,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002177,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002175,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002174,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002173,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002172,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002171,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002170,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002169,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002168,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002167,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002166,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002165,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002164,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002163,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002162,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002161,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002160,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002159,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002158,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002157,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002156,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002155,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002154,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002153,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002152,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002151,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002150,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra102304,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002149,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002148,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra102305,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002147,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002146,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002145,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002144,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002143,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002142,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002141,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002140,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002139,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002138,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002137,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002136,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002135,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002134,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002133,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002132,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002131,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002130,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002129,11.277839848503477,12.81670504407228
Bra002290,50,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002128,11.277839848503477,12.81670504407228
