trait,eigen_eQTL_chrom,eigen_eQTL_start,eigen_eQTL_end,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
UN_MEblue,A06,19003983,22141386,Bra025333,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025332,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025331,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025327_Bra025330,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025329,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025328,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025326,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025325,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025324,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025323,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025322,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101404,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025321,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025320,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025319,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025318,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025317,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025316,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025315,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025314,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025313,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025312,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025311,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025310,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025309,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025308,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025307,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025306,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025305,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra101405,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025304,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025303,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025302,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025301,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025300,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025299,2.609122828866624,4.392020358793429
UN_MEblue,A06,19003983,22141386,Bra025298,2.609122828866624,4.392020358793429
