MR_gene,MR_Cutoff,MR_chrom,MR_pos,eQTL_chrom,eQTL_start_bp,eQTL_end_bp,eQTL_start_cM,eQTL_end_cM,eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002145,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002144,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002143,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002142,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002141,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002140,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002139,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002138,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002137,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002136,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002135,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002134,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002133,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002132,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002131,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002130,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002129,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002128,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002127,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002126,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002125,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002124,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002123,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002122,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002121,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002120,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002119,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002118,17.400580941715965,18.890362997867356
Bra002255,50,A10,10708874,A10,10755931,11427369,47.1925764739657,51.882543294162495,Bra002117,17.400580941715965,18.890362997867356
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002235,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002233,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002234,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002232,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002231,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002230,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002229,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002228,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002227,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002226,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002225,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002224,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002223,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002222,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002221,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002220,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002219,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002218,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002216_Bra002217,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002215,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002214,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002213,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002212,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002211,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002210,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002209,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002208,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002207,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002206,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002205,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002204,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002203,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002202,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002201,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002200,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002199,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002198,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002197,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002195,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002196,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002194,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002193,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002192,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002191,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra102302,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002190,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002189,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002188,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra102303,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002187,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002186,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002185,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002184,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002183,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002182,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002181,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002180,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002179,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002178,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002176,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002177,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002175,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002174,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002173,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002172,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002171,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002170,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002169,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002168,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002167,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002166,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002165,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002164,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002163,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002162,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002161,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002160,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002159,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002158,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002157,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002156,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002155,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002154,11.277839848503477,12.81670504407228
Bra002290,50,A10,10528104,A10,10801873,11427369,47.600665552228996,51.882543294162495,Bra002153,11.277839848503477,12.81670504407228
